jour,mois,lum,agg,int,atm,col,catr,circ,vosp,prof,plan,surf,infra,situ,vma,place,sexe,an_nais,trajet,locp,senc,catv,obs,obsm,manv,nb_v,nb_u,hr,has_ceinture,has_gants,has_casque,has_airbag,has_gilet,has_de,choc_avant,choc_arriere,choc_gauche,choc_droit,target
23,7,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,2002,personnelle,sans,croissant,vl,naturel,aucun,1,1,4,3,1,0,0,0,0,0,1,0,0,0,0
12,9,jour,oui,simple,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1970,domicile,sans,decroissant,vl,aucun,vehicule,1,2,2,8,1,0,0,0,0,0,1,0,0,0,0
12,5,jour,non,simple,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,80,passager_avant,feminin,1938,personnelle,sans,croissant,vl,structurel,vehicule,15,2,3,9,1,0,0,0,0,0,1,0,0,1,0
18,4,jour,oui,aucun,normale,deux_vl,autre,simple,sans,incline,courbe,normale,aucun,particuliere,50,conducteur,masculin,2003,domicile,sans,inconnu,2rm,structurel,aucun,1,2,2,16,0,1,1,0,0,0,1,0,0,0,1
22,10,nocturne,non,complexe,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,pieton,masculin,1976,personnelle,chaussee,croissant,vl,aucun,pieton,1,1,2,19,0,0,0,0,0,0,0,0,0,0,1
21,12,jour,non,complexe,normale,autres,route_principale,simple,sans,plat,courbe,normale,routiers,particuliere,130,passager_avant,feminin,1952,personnelle,sans,croissant,vl,structurel,aucun,1,1,2,11,1,0,0,0,0,0,1,0,0,0,1
18,5,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1978,domicile,sans,croissant,vl,aucun,vehicule,26,2,2,17,1,0,0,0,0,0,0,1,1,0,0
3,8,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,1992,autre,sans,croissant,2rm,aucun,vehicule,1,2,2,13,0,1,1,0,0,0,0,0,0,1,1
11,12,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1932,personnelle,chaussee,decroissant,vl,aucun,pieton,1,1,2,16,0,0,0,0,0,0,1,0,0,0,1
25,7,jour,oui,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,masculin,1999,autre,sans,croissant,2rm,aucun,vehicule,1,2,2,11,0,1,1,0,0,0,0,1,0,1,0
30,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,30,conducteur,masculin,1982,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,13,1,0,0,0,0,0,1,0,0,1,0
1,2,jour,oui,simple,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,pieton,masculin,2013,domicile,chaussee,inconnu,vl,aucun,pieton,1,1,2,16,0,0,0,0,0,0,1,0,1,0,1
9,4,jour,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1986,personnelle,sans,inconnu,cycle_edp,aucun,vehicule,19,2,2,18,0,0,0,0,0,0,0,0,1,0,1
6,10,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,courbe,humide,aucun,particuliere,50,passager,masculin,1997,personnelle,sans,croissant,vl,structurel,aucun,13,1,4,7,0,0,0,0,0,0,1,0,0,0,0
10,7,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,1999,personnelle,sans,inconnu,2rm,aucun,vehicule,17,2,2,9,0,1,1,0,0,0,0,0,1,0,1
16,11,jour,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,courbe,humide,routiers,particuliere,30,passager,feminin,2016,domicile,sans,croissant,cycle_edp,aucun,vehicule,0,2,3,8,0,0,0,0,0,1,0,0,0,0,0
1,12,nocturne,non,aucun,normale,autres,route_urbaine,complexe,sans,plat,courbe,normale,routiers,normale,70,passager_avant,masculin,1996,personnelle,sans,decroissant,vl,structurel,aucun,13,1,3,6,1,0,0,0,0,0,1,0,0,0,1
23,1,nocturne,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1973,personnelle,sans,decroissant,2rm,aucun,aucun,0,1,1,8,0,1,1,0,0,0,0,0,0,0,1
9,8,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,routiers,normale,50,conducteur,masculin,2002,personnelle,sans,decroissant,2rm,structurel,aucun,1,1,1,14,0,1,1,0,0,0,0,0,0,0,1
10,8,nocturne,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1978,personnelle,sans,decroissant,vl,aucun,vehicule,14,2,2,21,1,0,0,0,0,0,1,0,0,1,0
7,9,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1947,personnelle,sans,croissant,2rm,structurel,aucun,23,4,5,17,0,0,0,0,0,0,0,1,0,0,1
13,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,zones,particuliere,50,passager,masculin,1980,personnelle,sans,croissant,vl,aucun,pieton,24,2,7,11,0,0,0,0,0,0,0,1,0,0,0
17,10,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,pieton,masculin,1990,autre,chaussee,croissant,vl,aucun,pieton,1,1,2,6,0,0,0,0,0,0,1,0,0,0,0
18,1,nocturne,oui,aucun,normale,sans_collision,route_secondaire,complexe,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1998,personnelle,sans,inconnu,2rm,structurel,aucun,0,1,2,21,0,0,1,0,0,0,0,0,0,0,1
19,12,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,50,passager,masculin,1966,personnelle,sans,croissant,pl,structurel,aucun,16,1,22,11,0,0,0,0,0,0,1,0,0,0,0
1,11,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,passager_avant,masculin,1975,personnelle,sans,croissant,vl,aucun,vehicule,1,3,6,10,1,0,0,0,0,0,1,0,0,0,1
7,5,nocturne,non,aucun,pluvieuses,autres,route_principale,simple,sans,plat,rectiligne,humide,aucun,normale,70,passager,feminin,1971,personnelle,sans,croissant,vl,aucun,vehicule,15,3,7,21,0,0,0,0,0,0,0,1,0,1,1
29,8,jour,non,aucun,normale,sans_collision,route_principale,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,passager_avant,feminin,2004,personnelle,sans,croissant,vl,naturel,aucun,14,1,3,14,1,0,0,0,0,0,0,0,0,1,1
19,11,jour,non,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,1983,professionnelle,sans,croissant,vl,aucun,vehicule,26,3,4,14,1,0,0,0,0,0,1,1,1,1,1
22,6,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1969,professionnelle,sans,decroissant,2rm,aucun,vehicule,11,2,2,9,0,0,1,0,0,0,1,0,0,0,1
17,5,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,50,passager_avant,feminin,1949,personnelle,sans,croissant,vl,structurel,aucun,1,1,2,15,1,0,0,0,0,0,1,0,0,0,1
9,10,nocturne,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,pieton,masculin,1934,personnelle,chaussee,croissant,2rm,aucun,pieton,16,1,2,19,0,0,0,0,0,0,1,0,0,0,1
23,1,jour,non,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,90,conducteur,masculin,1987,personnelle,sans,decroissant,2rm,aucun,vehicule,3,2,2,10,0,0,1,0,0,0,1,0,1,0,0
30,5,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,2002,personnelle,sans,croissant,vl,naturel,aucun,1,1,5,2,0,0,0,0,0,0,1,0,1,0,0
12,12,nocturne,non,complexe,normale,deux_vl,route_principale,complexe,sans,incline,rectiligne,humide,routiers,normale,130,passager_avant,feminin,1968,domicile,sans,decroissant,vl,structurel,vehicule,2,2,4,21,0,0,0,0,0,0,1,0,0,0,1
5,3,nocturne,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,routiers,normale,50,pieton,masculin,1993,personnelle,sans,croissant,vl,aucun,pieton,1,2,4,20,0,0,0,0,0,0,1,0,0,1,1
18,12,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,feminin,1965,personnelle,sans,croissant,cycle_edp,aucun,vehicule,19,2,2,14,0,0,0,0,0,0,0,0,1,0,0
7,12,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1975,personnelle,sans,croissant,vl,aucun,vehicule,2,2,2,11,0,0,0,0,0,0,1,0,0,0,0
14,10,nocturne,non,aucun,pluvieuses,deux_vl,route_secondaire,complexe,sans,incline,courbe,humide,aucun,normale,90,conducteur,masculin,2003,personnelle,sans,decroissant,vl,aucun,vehicule,2,2,6,19,1,0,0,0,0,0,1,0,0,1,0
12,6,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,feminin,1959,personnelle,sans,croissant,vl,aucun,vehicule,13,2,2,13,1,0,0,0,0,0,1,0,0,1,0
20,12,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,feminin,1993,personnelle,sans,inconnu,vl,aucun,aucun,13,3,3,12,1,0,0,0,0,0,0,0,0,0,0
5,9,nocturne,non,aucun,normale,sans_collision,route_principale,simple,sans,incline,courbe,normale,routiers,particuliere,90,conducteur,masculin,1970,personnelle,sans,croissant,2rm,structurel,aucun,1,1,1,19,0,1,1,0,0,0,1,0,0,0,1
6,2,jour,oui,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,passager,masculin,2014,personnelle,sans,croissant,vl,aucun,vehicule,1,2,4,11,1,0,0,0,1,0,0,1,0,0,0
5,7,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,incline,courbe,normale,aucun,normale,70,conducteur,masculin,1965,personnelle,sans,decroissant,2rm,aucun,vehicule,9,1,1,9,0,0,1,0,0,0,0,0,1,0,0
27,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1980,personnelle,sans,decroissant,vl,aucun,vehicule,23,2,4,12,1,0,0,0,0,0,0,1,0,0,1
12,3,jour,oui,simple,normale,autres,route_secondaire,simple,avec,incline,rectiligne,normale,aucun,particuliere,30,pieton,masculin,2019,personnelle,chaussee,croissant,cycle_edp,aucun,pieton,1,1,2,15,0,0,0,0,0,0,0,0,0,1,0
28,3,jour,non,simple,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,routiers,normale,70,conducteur,masculin,1971,personnelle,sans,croissant,vl,aucun,vehicule,15,2,2,18,1,0,0,0,0,0,1,0,0,0,0
24,2,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,passager_avant,masculin,1938,personnelle,sans,croissant,vl,aucun,vehicule,1,2,6,15,1,0,0,0,0,0,1,0,0,0,1
7,11,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1962,domicile,sans,croissant,cycle_edp,aucun,vehicule,13,2,2,16,0,0,1,0,0,0,0,0,1,0,0
24,1,crepuscule_aube,non,aucun,normale,autres,route_principale,simple,sans,incline,courbe,normale,routiers,normale,70,conducteur,feminin,1967,personnelle,sans,croissant,vl,aucun,vehicule,2,3,4,7,1,0,0,0,0,0,0,1,0,0,1
27,11,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,feminin,1958,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,3,12,0,0,0,0,0,0,1,0,0,0,1
29,2,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,avec,plat,rectiligne,humide,aucun,normale,50,pieton,masculin,1973,personnelle,chaussee,inconnu,vl,aucun,pieton,20,1,2,19,0,0,0,0,0,0,1,0,1,0,0
29,6,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,2003,personnelle,chaussee,croissant,vl,aucun,pieton,1,1,2,18,0,0,0,0,0,0,1,0,0,1,1
27,1,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1987,domicile,sans,inconnu,vl,aucun,vehicule,1,2,2,17,1,0,0,0,0,0,1,0,0,0,0
21,2,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1968,professionnelle,sans,croissant,pl,aucun,vehicule,11,2,2,1,1,0,0,0,0,0,0,1,0,1,0
11,11,nocturne,oui,complexe,difficiles,deux_vl,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,50,conducteur,masculin,1973,personnelle,sans,croissant,vl,aucun,vehicule,5,2,3,17,0,0,0,0,0,0,1,0,0,1,0
27,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1968,personnelle,sans,decroissant,2rm,aucun,vehicule,17,2,2,17,0,1,1,0,0,0,1,0,0,1,1
31,10,nocturne,non,aucun,pluvieuses,autres,route_secondaire,complexe,sans,plat,rectiligne,humide,aucun,normale,90,conducteur,feminin,1998,domicile,sans,croissant,vl,aucun,vehicule,23,5,5,17,1,0,0,0,0,0,0,1,0,0,0
19,2,crepuscule_aube,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,pieton,masculin,1963,domicile,chaussee,croissant,vl,aucun,pieton,16,1,2,7,0,0,0,0,0,0,1,0,0,0,1
12,2,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,humide,aucun,normale,80,conducteur,masculin,1974,personnelle,sans,inconnu,vl,aucun,vehicule,13,2,3,10,1,0,0,0,0,0,1,0,0,1,1
22,10,jour,non,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,courbe,humide,aucun,particuliere,80,conducteur,feminin,1964,domicile,sans,croissant,vl,naturel,aucun,1,1,1,8,1,0,0,0,0,0,1,0,0,0,1
26,10,nocturne,non,aucun,pluvieuses,sans_collision,route_principale,complexe,sans,plat,courbe,humide,aucun,particuliere,130,passager_avant,feminin,1954,personnelle,sans,croissant,vl,structurel,aucun,17,1,2,19,1,0,0,0,0,0,1,0,0,0,1
16,7,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,conducteur,masculin,1987,personnelle,sans,decroissant,2rm,structurel,aucun,0,1,2,18,0,0,1,0,0,0,1,0,0,0,1
1,12,crepuscule_aube,non,aucun,normale,autres,route_secondaire,simple,sans,incline,courbe,normale,aucun,particuliere,80,passager_avant,feminin,1964,personnelle,sans,croissant,2rm,structurel,aucun,21,1,2,17,0,1,1,0,0,0,1,0,0,0,1
11,11,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,80,passager_avant,feminin,1986,personnelle,sans,croissant,vl,aucun,vehicule,1,2,3,16,1,0,0,0,0,0,1,0,0,0,0
20,6,crepuscule_aube,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1974,personnelle,sans,inconnu,vl,aucun,vehicule,1,2,2,20,1,0,0,0,0,0,1,0,0,1,0
23,6,jour,oui,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,feminin,1944,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,13,1,0,0,0,0,0,1,0,1,0,0
6,10,nocturne,non,aucun,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1995,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,5,1,0,0,0,0,0,0,1,0,0,0
8,1,nocturne,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,110,passager,masculin,2015,personnelle,sans,decroissant,vl,structurel,aucun,1,1,4,18,1,0,0,0,0,0,1,0,0,1,0
1,8,jour,oui,complexe,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1995,personnelle,sans,croissant,vl,structurel,aucun,1,2,3,19,1,0,0,1,0,0,1,0,0,0,0
16,9,jour,oui,simple,normale,autres,route_secondaire,simple,avec,incline,courbe,normale,zones,normale,50,conducteur,masculin,1981,professionnelle,sans,croissant,vl,aucun,autre,1,3,3,10,1,0,0,0,0,0,1,0,1,0,0
13,5,jour,oui,complexe,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,50,passager_avant,feminin,1969,personnelle,sans,inconnu,vl,aucun,vehicule,1,2,3,10,1,0,0,0,0,0,1,0,0,1,0
7,9,crepuscule_aube,oui,complexe,normale,autres,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,1955,autre,chaussee,inconnu,vl,aucun,pieton,1,1,2,6,0,0,0,0,0,0,1,0,0,1,1
27,11,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1984,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,8,1,0,0,0,0,0,1,0,1,0,0
3,6,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,routiers,normale,50,conducteur,masculin,1998,personnelle,sans,croissant,vl,aucun,vehicule,2,2,2,21,1,0,0,0,0,0,1,0,0,1,0
1,6,jour,non,aucun,normale,autres,route_principale,complexe,sans,incline,courbe,normale,aucun,particuliere,130,conducteur,feminin,2001,autre,sans,decroissant,vl,naturel,aucun,17,1,1,18,1,0,0,0,0,0,1,1,1,1,0
20,6,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2000,personnelle,sans,decroissant,vl,aucun,pieton,15,1,2,12,1,0,0,0,0,0,1,0,1,0,0
13,12,nocturne,non,aucun,pluvieuses,autres,route_principale,complexe,sans,plat,courbe,humide,aucun,normale,110,conducteur,feminin,1996,personnelle,sans,decroissant,vl,structurel,aucun,13,1,2,1,1,0,0,0,0,0,1,0,0,0,0
8,2,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1974,personnelle,sans,decroissant,cycle_edp,aucun,autre,1,1,1,16,0,0,1,0,0,0,0,1,0,0,0
26,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1962,professionnelle,sans,decroissant,vl,aucun,vehicule,4,2,2,14,0,0,0,0,0,0,0,1,0,1,0
17,3,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,passager_avant,feminin,1999,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,4,11,1,0,0,0,0,0,1,0,0,0,0
3,5,crepuscule_aube,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,50,conducteur,masculin,1991,personnelle,sans,croissant,pl,aucun,vehicule,1,2,7,6,1,0,0,0,0,0,1,0,1,0,1
26,11,jour,oui,simple,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,humide,aucun,particuliere,50,conducteur,masculin,1980,professionnelle,sans,croissant,pl,aucun,vehicule,16,2,2,13,1,0,0,0,0,0,1,0,0,1,0
9,3,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,90,conducteur,masculin,1976,personnelle,sans,decroissant,vl,structurel,vehicule,1,2,2,10,1,0,0,0,0,0,0,0,0,1,0
30,9,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1998,personnelle,sans,croissant,2rm,aucun,vehicule,2,3,3,11,0,1,1,0,0,0,1,0,0,0,1
5,9,jour,non,complexe,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,70,conducteur,feminin,1966,personnelle,sans,croissant,vl,structurel,vehicule,26,2,3,12,0,1,1,0,0,0,1,0,0,1,1
24,12,nocturne,non,complexe,pluvieuses,autres,route_secondaire,simple,sans,incline,courbe,humide,aucun,particuliere,80,passager_avant,masculin,1987,personnelle,sans,decroissant,vl,structurel,aucun,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1
15,3,jour,oui,complexe,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,pieton,masculin,1990,autre,sans,inconnu,vl,aucun,pieton,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0
24,11,crepuscule_aube,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,pieton,masculin,1941,personnelle,chaussee,croissant,vl,aucun,vehicule,1,1,2,17,0,0,0,0,0,0,1,0,0,0,1
4,9,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,70,passager_avant,feminin,1978,personnelle,sans,decroissant,vl,naturel,aucun,14,1,3,9,1,0,0,0,0,0,1,0,0,0,1
11,11,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,50,conducteur,feminin,1972,personnelle,sans,inconnu,2rm,aucun,vehicule,1,2,2,15,0,0,1,0,0,0,1,0,0,0,0
21,4,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2001,domicile,sans,croissant,2rm,aucun,aucun,21,1,1,19,0,1,1,0,0,0,0,0,0,0,0
10,8,jour,oui,complexe,difficiles,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,passager_avant,masculin,2003,personnelle,sans,croissant,2rm,aucun,vehicule,17,2,5,16,0,1,1,0,0,0,0,0,0,1,0
19,5,jour,non,simple,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,70,conducteur,feminin,1949,personnelle,sans,croissant,vl,aucun,vehicule,16,3,3,8,0,0,0,0,0,0,1,0,1,0,0
8,6,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,conducteur,feminin,1957,personnelle,sans,croissant,vl,structurel,aucun,13,1,1,15,1,0,0,0,0,0,1,0,1,0,1
12,12,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1997,domicile,sans,croissant,vl,aucun,vehicule,1,2,2,8,1,0,0,0,0,0,1,0,0,0,1
8,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,particuliere,50,conducteur,feminin,1958,domicile,sans,croissant,cycle_edp,aucun,vehicule,5,2,2,8,0,0,0,0,0,0,0,0,1,0,0
8,1,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,30,pieton,feminin,1966,autre,chaussee,croissant,vl,aucun,pieton,1,1,2,19,0,0,0,0,0,0,1,0,0,1,1
26,9,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,zones,normale,70,conducteur,masculin,1967,professionnelle,sans,decroissant,pl,aucun,vehicule,2,2,2,12,1,0,0,1,0,0,1,0,0,0,1
6,10,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,90,conducteur,masculin,1951,personnelle,sans,croissant,2rm,aucun,aucun,1,1,1,17,0,1,1,0,0,0,0,0,0,1,1
8,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,feminin,2000,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,3,17,0,0,1,0,0,0,0,0,0,0,0
19,10,jour,oui,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,feminin,1988,personnelle,sans,decroissant,vl,aucun,aucun,15,2,2,9,1,0,0,0,0,0,0,1,0,0,0
2,8,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,80,conducteur,masculin,1962,professionnelle,sans,decroissant,vl,aucun,vehicule,5,2,2,8,1,0,0,0,0,0,1,0,0,0,1
16,5,jour,non,simple,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,30,conducteur,masculin,1948,personnelle,sans,inconnu,cycle_edp,aucun,aucun,1,1,1,12,0,0,0,0,0,0,1,0,0,0,1
15,1,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,80,passager,feminin,2020,personnelle,sans,decroissant,vl,aucun,vehicule,13,2,8,13,1,0,0,0,0,0,1,0,1,0,0
